LIMIT_BAL,GENDER,MARRIAGE,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
500000,1,1,31,-3182,-3885,1474,555,1096,1349,0,5359,555,1096,1349,2358,NO
500000,1,1,39,197792,201418,205895,212010,214287,218266,7200,8000,10010,7500,7266,6218,NO
10000,2,1,31,7569,8598,9590,9782,9986,9173,1158,1150,335,346,336,1323,NO
20000,1,2,46,12066,0,0,0,0,0,0,0,0,0,0,0,NO
20000,2,1,48,17241,18463,19640,19114,18679,15000,1500,1626,100,600,300,0,NO
20000,2,1,56,17895,13576,18286,-200,0,18486,13605,19352,0,200,18486,5656,NO
20000,2,1,70,19698,19224,18690,17392,16408,16343,1315,1254,596,592,594,553,NO
20000,1,1,39,21116,21470,200,0,28740,1295,21654,0,0,28740,1565,0,NO
30000,1,2,24,390,390,1170,780,780,0,390,1170,0,0,0,0,NO
30000,2,1,51,9819,10873,9646,9995,10371,5139,1230,1100,419,600,500,500,NO
30000,1,1,46,19143,20168,21229,21495,21800,22437,1640,1700,915,800,1000,1961,NO
30000,1,3,37,23496,22820,23952,27052,28631,28037,0,1500,3500,2336,0,6900,NO
30000,2,2,42,24874,25961,27534,27670,28717,28786,1500,2000,1500,1500,1100,1300,NO
50000,2,2,54,0,9587,8845,8867,9074,9254,10587,331,317,350,331,500,NO
50000,1,1,70,382,-286,954,1154,-572,-962,0,1908,764,0,0,0,NO
50000,1,1,57,1956,2060,4904,2056,2515,1464,2060,4904,2056,2515,1464,1515,NO
50000,1,1,31,4025,5318,4151,4186,3545,2659,5318,4151,4186,3545,2860,2702,NO
50000,2,1,26,7308,7987,8582,9719,9692,9663,1200,1500,1300,500,500,500,NO
50000,1,2,45,7556,7312,6959,5813,3985,3169,1140,1048,163,135,151,2000,NO
50000,1,2,70,7831,7556,7312,6959,5813,3985,1123,1140,1048,163,135,151,NO
50000,1,2,44,14628,15638,16383,17837,15791,15988,1558,1303,1757,711,600,1500,NO
50000,1,1,63,15899,18720,18122,18530,19089,18856,3400,0,1000,1001,634,638,NO
50000,2,2,50,24885,26250,26955,27647,28149,28940,1772,1447,1139,1100,1262,1009,NO
50000,1,1,40,31236,30141,18683,19055,19462,19343,3088,1500,651,682,680,595,NO
50000,2,1,58,32113,31319,33688,32849,34950,35658,0,3200,0,2795,1431,0,NO
50000,2,1,65,39649,40194,41150,41670,42188,43360,1500,1900,1500,1500,2000,1500,NO
50000,1,2,25,46190,44450,50266,19729,20149,19593,2000,20266,1300,700,700,700,NO
50000,1,3,60,46199,47179,47445,17945,18165,18557,2023,1289,789,659,694,623,NO
50000,2,1,46,50019,18458,19318,15949,14986,19401,1400,1229,687,2000,5000,1000,NO
50000,2,1,49,50182,41207,19129,18538,17494,17833,1500,1700,1500,700,1000,1000,NO
50000,1,1,51,50456,51400,0,0,0,10400,2400,0,0,0,10400,0,NO
50000,1,1,54,55262,53057,50447,34608,22658,18503,2000,1703,1406,721,645,658,NO
50000,1,1,54,60524,61627,56937,51506,45058,37598,2200,2297,1751,1086,3307,1142,NO
60000,1,1,47,22658,22703,23495,24349,23960,24530,700,1546,1400,0,900,0,NO
60000,2,1,51,26259,25544,26578,27828,28271,28868,0,1750,2000,1200,1200,1131,NO
70000,2,3,65,70012,67714,68412,69016,69701,70898,2418,2500,2456,2500,3000,2533,NO
70000,2,1,41,138681,70341,23755,23835,25221,25780,3500,1508,588,1500,700,470,NO
80000,1,3,45,3719,4444,0,0,0,0,1000,0,0,0,0,0,NO
90000,2,1,60,5563,0,0,0,0,0,0,0,0,0,0,5156,NO
90000,1,1,64,85818,88988,50780,50929,48735,49746,5100,2200,2200,1944,2200,2000,NO
90000,1,1,57,93737,85818,88988,50780,50929,48735,3600,5100,2200,2200,1944,2200,NO
100000,2,2,40,43386,44686,45634,46576,47519,51404,2000,2000,2000,2000,5000,30000,NO
100000,2,1,48,96821,98389,97831,93937,78063,79707,3589,3656,3677,2763,2787,2881,NO
100000,2,2,25,98067,96802,97177,99043,74453,76252,4600,5000,4600,3000,3000,3000,NO
100000,2,1,30,101249,101476,94893,101301,101451,99319,3642,4230,10000,3582,5000,4133,NO
120000,1,1,50,396,396,396,396,396,396,396,396,396,396,396,396,NO
130000,1,1,27,137671,139089,50093,49303,14772,150,4300,1500,0,0,1233,870,NO
140000,1,1,42,98985,98702,96753,94310,92182,88818,4520,4034,5050,6034,3202,5000,NO
150000,1,1,26,0,0,0,0,7043,1504,0,0,0,7043,0,3063,NO
150000,2,1,57,1657,2277,4049,1665,559,0,2277,4066,1665,559,0,663,NO
150000,1,1,44,4473,3273,2473,1473,1473,1473,3273,2473,1473,1473,1473,1473,NO
150000,2,1,64,42218,44828,-7772,-7772,69762,71591,4828,0,0,77534,2991,4509,NO
150000,2,2,47,152767,152319,120458,98302,69424,70906,6251,5000,3903,2500,2600,2600,NO
160000,1,1,52,0,0,0,0,4816,0,0,0,0,4816,0,0,NO
160000,2,1,29,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,NO
160000,2,1,47,2034,68942,40194,942,942,942,68942,40194,942,942,942,942,NO
180000,2,1,26,0,0,750,1576,1504,0,0,750,1576,1504,0,1000,NO
190000,1,1,28,135184,139664,142293,113086,115433,117789,6586,5881,3292,3399,3469,5000,NO
190000,1,1,34,147335,135184,139664,142293,113086,115433,0,6586,5881,3292,3399,3469,NO
200000,2,1,68,-200,-200,-200,0,5957,0,0,0,200,5957,0,0,NO
200000,2,1,57,283,5361,6309,385,0,0,5361,6309,385,0,0,3390,NO
200000,1,1,36,1877,1830,200,200,18370,53276,151,200,0,18370,53276,30000,NO
200000,2,1,56,3035,199602,720,0,0,1500,199646,720,0,0,1500,185652,NO
200000,1,2,67,105836,108055,110258,112451,115090,117064,3923,4001,4025,4451,4167,3527,NO
200000,1,1,55,190672,186230,188391,199101,185247,165232,0,6784,13788,14,6021,5099,NO
200000,1,1,28,192461,195970,122214,124647,126921,129167,7822,4417,4446,4597,4677,4698,NO
220000,1,1,48,22599,23875,0,0,0,52884,1875,0,0,0,52884,105660,NO
230000,1,1,58,-11,-11,2163,-40,-40,8083,0,2174,0,0,8123,4133,NO
230000,2,1,54,0,0,3000,1800,29387,22980,0,3000,1800,29387,1200,2525,NO
230000,1,2,41,110163,112499,114837,116400,45643,51083,5600,5700,5000,1855,6400,0,NO
240000,2,1,51,7217,8204,3001,6861,4681,2729,8210,3001,6866,4681,2729,3138,NO
250000,1,1,67,1635,2491,-60,600,600,0,1025,0,660,0,0,0,NO
270000,2,1,61,936,1188,2078,795,828,1251,1188,2078,795,828,1251,2267,NO
270000,1,1,70,9211,8913,3255,9052,13615,14743,9012,3286,9097,13683,14774,14512,NO
290000,2,1,69,68445,66757,76983,74891,78100,83325,0,12000,0,5000,6000,0,NO
300000,2,1,37,1257,2851,0,4319,0,0,2851,0,4319,0,0,6860,NO
300000,1,1,49,13620,5779,-1921,-1921,1912,1921,5823,0,0,3833,9,0,NO
320000,1,1,53,380,64,948,632,316,316,0,1200,0,0,316,316,NO
320000,2,1,34,1100,0,0,0,0,0,0,0,0,0,0,434,NO
350000,1,1,64,500,4063,-25,-25,-25,-25,4063,0,0,25,0,0,NO
360000,2,1,25,0,600,0,0,0,1459,600,0,0,0,1459,0,NO
360000,1,1,46,1351,554,1090,780,390,388,554,1096,780,0,388,887,NO
360000,1,1,68,5619,14822,43000,4650,12132,13953,15008,43065,4650,12132,13953,2200,NO
360000,2,3,25,35673,35817,-1,-1,-1,-1,1179,0,0,0,0,139,NO
380000,1,1,64,369699,331755,303016,290019,294689,301491,12172,11095,11007,11000,12006,11000,NO
390000,2,1,67,1186,15523,0,609,0,0,15657,0,609,0,0,0,NO
450000,1,1,24,8940,6239,5535,9856,819,863,6271,5740,9905,823,867,2488,NO
480000,1,1,22,470310,472072,475509,466730,469490,398335,16898,17546,15921,15981,14420,14230,NO
500000,1,1,54,4101,11076,3834,-754,6276,16871,11155,4024,754,7030,17050,6063,NO
500000,1,1,35,7285,28390,13138,6653,7081,4651,28730,14587,28,7114,4672,3114,NO
500000,1,1,30,13709,5006,31130,3180,0,5293,5006,31178,3180,0,5293,768,NO
500000,1,1,50,65005,63099,64610,64133,264,264,0,2787,1312,264,264,4709,NO
500000,1,2,67,201013,197982,137786,129575,135483,118851,8366,12063,8031,16114,10091,15123,NO
10000,1,1,33,7525,6952,9356,9533,9233,9295,1276,2680,477,0,360,1000,NO
20000,1,2,35,170,-220,-610,18990,390,930,0,0,19990,390,930,0,NO
20000,1,2,54,9918,11442,15926,16668,16109,15709,2000,5000,1300,0,0,1000,NO
20000,1,3,42,19071,20442,20141,19888,20318,20364,2000,1200,1300,1000,1000,1000,NO
20000,1,2,24,20104,19887,19486,19501,19274,19703,3000,1500,1600,900,900,600,NO
20000,1,3,24,20442,20141,19888,20318,20364,20134,1200,1300,1000,1000,1000,1000,NO
30000,2,1,31,17779,19097,19816,18471,16305,0,2000,1500,1000,841,0,1030,NO
30000,1,1,25,20976,22332,23654,24952,26551,29598,2000,2000,2000,2000,4500,0,NO
30000,1,1,49,29204,20564,16341,7593,7828,1366,1400,1000,1000,235,1366,0,NO
40000,1,1,57,87313,88918,92387,94078,101340,20650,2729,3692,2846,7540,0,0,NO
50000,2,1,54,173,274,0,0,0,0,274,0,0,0,0,2590,NO
50000,1,2,49,390,1726,390,390,390,390,1726,390,390,390,390,540,NO
50000,2,1,53,3964,1690,3780,1468,1468,1644,1690,3780,1468,1468,1644,1363,NO
50000,1,1,24,8617,5670,35835,20940,19146,19131,2000,36681,10000,9000,689,679,NO
50000,1,1,26,12854,12362,13447,13427,13711,14083,0,1600,500,500,600,600,NO
50000,1,1,44,18275,18494,16978,16282,17363,8833,1509,2003,1200,1281,1512,2308,NO
50000,2,2,68,18599,18598,18835,18475,18135,17777,1321,1278,638,654,659,557,NO
50000,1,1,69,42624,39943,7218,6946,6808,6542,2173,1248,366,500,384,500,NO
50000,1,1,30,46540,48520,47875,48110,18576,15339,2770,2100,1300,700,1000,1000,NO
50000,1,2,46,47917,48455,48120,28450,29046,29647,1988,1989,1018,1054,1084,1048,NO
50000,2,1,65,49017,50690,47487,48319,48449,49656,2500,2000,2000,1746,2000,1800,NO
50000,1,1,56,49543,41465,24091,20071,19221,19622,1500,1328,1600,700,696,707,NO
50000,1,2,55,50698,51030,49984,20155,19959,20194,2100,1320,704,716,733,702,NO
50000,1,2,53,50770,50709,49814,51199,20306,20306,1814,1816,2201,716,721,693,NO
50000,1,2,31,51102,50484,49175,21944,20142,18728,2500,2158,927,696,1000,374,NO
50000,1,1,65,51187,50106,48608,19600,20000,0,0,0,392,400,0,0,NO
50000,1,2,65,51867,51136,51039,52079,49523,49128,2200,2500,4000,0,2000,2000,NO
50000,1,1,28,53320,52754,27231,26852,27820,25529,1300,50499,1000,1500,1500,1000,NO
60000,1,2,50,15602,16629,17638,17989,18383,21781,1284,1293,644,684,3721,761,NO
60000,1,1,69,20865,16590,10816,6956,2489,0,1262,1003,0,1050,0,0,NO
60000,2,1,29,20866,22131,22685,24938,25085,28862,2000,2000,2950,926,4600,0,NO
60000,2,2,68,53584,41935,30077,30246,30257,29768,2000,2000,2300,2000,3000,1500,NO
60000,1,1,51,59617,47807,35136,34163,27197,26528,3099,3000,5005,2000,4001,3016,NO
70000,2,1,38,10042,10577,11129,11650,12997,14322,1176,1196,1185,2000,2000,2000,NO
70000,2,1,43,18379,19571,22729,24346,24940,25539,1500,3500,2000,1000,1000,1500,NO
70000,2,1,33,67864,65062,66447,49103,45830,46769,2620,2730,1936,1700,1700,2000,NO
70000,1,3,37,69398,70352,69936,68118,65942,62495,2667,2321,2391,2316,2466,1451,NO
70000,1,3,46,70051,69398,70352,69936,68118,65942,3567,2667,2321,2391,2316,2466,NO
80000,2,1,27,0,2412,0,0,0,1650,2412,0,0,0,1650,2500,NO
80000,2,1,58,726,726,15400,15000,15000,15000,0,15400,0,0,0,100,NO
80000,2,2,54,3072,2856,0,0,0,0,2856,0,0,0,0,0,NO
80000,2,1,58,33600,0,0,9618,10455,11131,0,0,9618,1000,1000,1000,NO
80000,1,1,50,54211,55348,56477,57601,58807,60300,2007,2047,2060,2133,2469,2493,NO
80000,2,2,64,78312,77359,76081,76526,27571,28783,3459,3500,1959,982,2000,1482,NO
80000,2,1,45,80297,65002,62321,43303,40866,40573,3410,13800,3557,1620,1520,1805,NO
90000,1,1,22,0,0,0,0,0,585,0,0,0,0,585,0,NO
90000,1,1,26,10635,10889,10953,11155,15210,19425,3007,3000,3000,5000,6000,8000,NO
100000,2,1,51,101890,100403,101350,101324,101475,100558,4000,4000,4000,4000,4000,4000,NO
110000,1,1,34,390,390,390,390,390,390,390,390,390,390,390,390,NO
110000,2,1,65,16090,17522,18426,19117,19655,20329,2000,1500,1000,1000,1000,1000,NO
110000,1,1,58,46132,41050,40091,40659,38529,30900,2306,2111,3009,1725,1500,0,NO
120000,2,1,33,0,644,377,0,0,0,644,377,0,0,0,0,NO
120000,2,1,33,116497,109247,98109,74387,75237,78967,5000,5007,5000,5000,5000,5000,NO
130000,1,2,65,4820,3186,7924,6210,2560,7380,0,6210,0,0,7380,11720,NO
150000,2,1,44,5483,9136,17348,6456,12256,8156,9136,17348,6456,12256,8156,5256,NO
150000,1,1,44,153664,137074,86466,2120,143701,146318,22000,2509,2120,143701,6000,5200,NO
160000,1,1,51,390,390,390,390,390,390,390,390,390,390,390,390,NO
160000,1,1,67,2008,280,-110,187,197,307,0,0,687,400,500,700,NO
160000,1,2,59,152689,148126,144978,141639,138383,134951,5500,5300,5053,5010,4850,5000,NO
170000,2,1,56,163452,163148,161315,164366,124387,120529,7300,8000,7800,4600,5000,5100,NO
180000,1,1,37,182329,177183,177694,127051,128562,129128,9000,7000,5000,5000,10000,5000,NO
200000,1,1,22,780,0,780,390,0,390,0,780,390,0,390,390,NO
200000,1,1,28,1964,2684,11764,9830,669,-716,2698,11764,1000,0,0,2000,NO
200000,2,3,57,79761,79515,80592,86216,88071,90842,3500,3000,7000,3400,4400,6500,NO
240000,1,2,26,1115,1211,2206,62507,63226,63517,1211,2455,64395,1917,4160,1710,NO
240000,1,2,37,224041,238077,245387,248945,224776,11567,18800,12000,10000,20019,3000,9000,NO
240000,1,1,70,224736,230814,234047,164960,167934,171113,9573,7893,6151,5527,5708,5738,NO
260000,2,1,26,1148,123,1668,446,123,35722,0,1668,0,490,35722,0,NO
270000,2,1,56,13559,736,316,5116,15884,10606,736,316,5116,15884,10606,1420,NO
280000,2,1,62,929,1669,5707,4795,5328,4969,1669,4795,0,4115,0,0,NO
280000,2,1,63,7640,9369,12261,12610,3160,9380,9369,12277,12610,0,9380,2098,NO
300000,1,1,49,0,176,1269,11347,369,860,176,1269,11347,369,860,0,NO
300000,2,2,51,2890,390,1380,390,1170,390,390,1380,0,1170,0,0,NO
320000,1,2,46,234704,242324,241384,156047,153955,133407,11000,12000,7500,6200,4600,5000,NO
330000,1,1,60,3166,-206,3429,0,0,749,552,5726,0,0,749,799,NO
330000,1,1,42,3524,262,248,784,220,256,300,250,800,300,300,200,NO
340000,2,1,31,16729,8942,10301,20793,14817,4614,8942,10321,20793,14817,4614,7005,NO
340000,2,2,64,49467,50551,53490,104477,54351,25346,1880,3819,2073,5264,2571,53860,NO
350000,1,1,37,1910,0,1638,0,0,0,0,1638,0,0,0,0,NO
350000,2,1,58,7617,2554,44293,66525,7502,15268,2558,44538,67211,7502,15268,228300,NO
350000,1,1,25,262719,269742,263086,269832,271763,276224,11500,18000,11000,11500,14000,12000,NO
360000,2,1,50,-2,-2,-2,-2,1422,0,0,0,0,1424,0,6624,NO
360000,1,1,39,0,0,860,246,-46,-46,0,860,246,0,0,0,NO
360000,1,1,24,2505,4070,3307,0,380,2566,4070,3307,0,380,2566,166,NO
380000,1,1,22,319243,357782,374313,371566,362232,352161,150039,30031,27403,15168,35235,25078,NO
400000,1,1,63,17253,161057,192054,20660,18242,15609,160002,42263,20663,6020,3500,1003,NO
420000,2,1,67,666,2629,4352,1440,1486,2290,2629,4360,2064,1486,2290,1290,NO
460000,2,1,42,7516,23485,7398,6143,9634,9581,23524,7409,12286,9634,9581,38354,NO
470000,1,1,36,83852,85008,83882,66207,65549,60805,3477,4100,2022,2100,2156,1740,NO
480000,2,2,64,7066,2328,4279,24973,76738,25108,6378,5096,25173,25896,25108,25000,NO
490000,1,1,28,59056,60236,62268,63264,62928,66334,2153,3000,2112,2124,6004,3024,NO
490000,1,1,69,354782,348786,349958,340602,303047,331606,17035,20059,12943,15049,50017,20021,NO
500000,1,1,47,4560,600,0,51697,37511,1685,600,0,51697,37511,1685,414,NO
500000,1,1,36,18726,29914,8340,16561,15662,28935,29914,8340,16561,15701,28935,10000,NO
580000,2,1,57,20498,2290,4968,4481,5574,14240,2290,4968,4485,5583,14242,9986,NO
10000,2,1,49,7324,9808,9501,10029,9730,9974,2609,0,830,0,400,500,NO
10000,1,2,31,10156,8570,6101,6711,7258,7777,0,1500,2000,2000,2000,2000,NO
10000,2,2,41,12006,6367,9839,6998,3183,1151,1000,4000,0,0,0,0,NO
20000,1,2,34,0,0,17901,18217,20269,11180,0,17901,519,2210,0,0,NO
20000,1,1,39,10847,12176,12884,13784,13420,13686,1508,1216,1116,0,490,658,NO
20000,2,2,39,11471,12188,15074,14426,14526,15026,1214,3100,0,500,500,0,NO
20000,2,1,68,12685,13634,12115,12356,12623,13905,1188,1201,442,466,1500,421,NO
20000,2,1,22,12864,14150,15334,16222,17598,9950,1500,1500,1000,1500,1500,1500,NO
20000,1,1,47,14231,16074,14212,14694,13807,14412,2100,1000,1000,700,1000,500,NO
20000,1,2,67,15397,17819,18239,19094,12393,13037,3000,1000,1500,0,1000,1000,NO
20000,1,2,62,15552,16596,17609,17329,17850,18046,1300,1300,700,800,602,600,NO
20000,1,1,24,17768,18378,19077,19467,19155,19098,1600,1689,1469,547,500,547,NO
20000,1,2,70,17819,18239,19094,12393,13037,13817,1000,1500,0,1000,1000,1000,NO
20000,2,3,60,17977,19194,18405,0,380,-400,3000,1000,400,380,0,1720,NO
20000,2,1,68,19774,14990,14071,15512,17081,21108,2009,2000,2000,2000,5016,11,NO
20000,1,2,28,19977,19375,18405,17680,18000,19000,0,0,0,1500,1000,1000,NO
20000,1,1,40,20180,19798,53069,17025,18372,19696,1500,1300,2513,2000,2000,1000,NO
30000,2,1,23,11564,14099,13580,13657,16356,16540,3042,0,600,2942,600,0,NO
30000,2,1,52,16088,24800,25098,24396,24907,25555,9000,1000,0,903,1061,942,NO
30000,2,1,59,25158,24466,24087,25890,25175,26870,0,300,2500,0,2100,0,NO
30000,1,2,51,27033,27772,28740,29313,29019,28916,1480,1448,1021,1040,1216,1270,NO
30000,2,2,25,29033,17013,7024,7024,7024,7024,1283,7024,7024,7024,7024,7024,NO
30000,1,1,67,29060,23546,0,1473,780,0,1030,0,1473,780,0,1320,NO
30000,2,1,67,29261,29960,28316,28966,29542,30163,1500,1790,1440,1016,1055,1188,NO
30000,1,2,49,32758,33720,32779,31557,30094,27223,1521,1580,1358,895,1217,1022,NO
50000,1,1,33,24729,20285,26026,12059,9765,10097,1338,1011,482,228,365,1261,NO
50000,2,2,24,26242,2946,6152,4419,4419,1473,3006,6152,0,0,0,0,NO
50000,1,1,45,28358,25278,24713,22379,18943,15464,1416,1471,1147,531,464,451,NO
50000,2,2,30,30121,31295,19100,18900,0,3900,2295,19100,0,0,3900,0,NO
50000,2,1,34,31276,29179,26482,16770,15529,16266,1556,1247,1770,700,1000,1129,NO
50000,1,1,68,32134,30391,10725,10541,10052,10400,0,1159,365,448,600,0,NO
50000,2,1,26,33197,34961,28913,29093,29306,29506,2407,2960,1029,1059,1073,1200,NO
50000,1,2,66,37624,44915,46665,390,430,390,8000,26390,390,430,350,3581,NO
50000,1,1,69,38111,37934,16816,602,712,822,2966,1000,602,500,500,500,NO
50000,2,1,32,45652,44037,40517,29734,16198,16669,1734,5000,1000,10160,16669,692,NO
50000,1,1,27,46794,46836,48062,49242,18713,19456,1756,1982,2162,633,1007,627,NO
50000,2,2,38,47060,48481,49505,17612,19461,18660,2180,2204,656,2159,678,851,NO
50000,1,2,37,47076,48427,49317,50855,18177,18823,2110,2000,2376,709,998,535,NO
50000,1,2,68,48025,49128,49348,44932,19559,18859,1884,1997,1943,693,683,680,NO
50000,1,1,51,48141,50783,49581,36828,19361,19780,3739,28,1502,670,708,681,NO
50000,2,2,42,48155,49157,50417,48371,15417,16194,1798,2058,1683,600,1017,20698,NO
50000,2,2,27,48316,34161,33751,22467,19927,20352,1700,1760,898,864,900,998,NO
50000,2,1,29,48703,48836,48049,47060,19171,18624,2000,2000,2000,1000,1000,1000,NO
50000,2,1,39,48836,48049,47060,19171,18624,18923,2000,2000,1000,1000,1000,1000,NO
50000,1,1,23,48895,49455,49245,48657,20050,17376,1775,2070,1232,625,585,560,NO
50000,2,1,30,50586,46993,33136,34475,19666,19128,2000,2000,2000,1000,1259,1000,NO
50000,1,2,61,52108,50445,42652,9965,9720,9951,52,2176,334,336,375,1000,NO
50000,2,1,43,63348,62934,60513,18712,17015,20284,2400,2500,1000,1000,5000,2000,NO
70000,2,1,46,16976,0,0,0,0,1000,5000,0,0,0,1000,1770,NO
70000,1,1,57,42039,46330,47480,49242,29993,29618,5000,2238,3000,3000,1500,1500,NO
80000,2,1,38,-2,697,-3,1186,-4,1633,699,0,1579,0,1637,4844,NO
80000,2,1,34,1407,2445,3377,-6,2188,5808,1068,1000,6,2194,5825,0,NO
80000,2,2,59,49350,49533,49339,50415,45859,43152,2000,2000,2000,2007,1600,1900,NO
80000,1,1,68,49897,50892,52472,53674,7886,16432,1822,2401,2581,1238,1816,3746,NO
80000,1,1,47,65186,62938,54748,49857,46429,46247,2800,2340,2009,1793,1700,1812,NO
90000,2,1,61,1160,4701,13878,6556,2947,4808,4701,13882,6556,2947,4808,3131,NO
90000,1,1,65,58438,60208,62000,60673,22196,29809,2572,3188,2661,1000,8000,1000,NO
90000,2,1,30,59524,57898,57739,55499,48246,47850,2670,2690,3041,3790,2000,2000,NO
100000,2,2,35,390,780,390,390,3863,390,780,0,390,3863,390,390,NO
100000,1,1,37,10882,11952,13047,13330,14112,14477,1250,1300,500,1000,600,600,NO
100000,2,0,55,28625,27969,28812,31134,30444,32460,0,1500,2700,0,2400,0,NO
100000,1,1,52,51021,53878,54046,52193,55151,55873,4388,2000,0,4212,2126,0,NO
100000,2,2,36,70048,67942,45591,39764,33091,34265,2200,1505,1300,1210,3000,2000,NO
100000,1,1,59,94265,53376,85787,78762,79529,80335,2385,88678,2169,2634,3132,732,NO
100000,1,1,31,96392,87986,89230,90745,92774,101275,4424,3600,3000,3200,9800,0,NO
110000,2,1,31,34102,30442,25656,22049,22456,18326,2000,1700,1800,1000,800,800,NO
110000,1,1,55,46486,35758,34323,30452,22628,23468,4086,1428,1318,2171,3198,4976,NO
110000,1,1,57,93983,88777,82501,54458,45943,44724,3371,2636,1883,1584,1604,2008,NO
130000,2,1,30,30218,31706,34130,36245,38624,40989,2000,3000,3000,3000,3000,3000,NO
130000,1,2,34,33928,35356,36782,31309,32480,33953,2000,2000,2000,2000,2000,3000,NO
130000,1,2,34,121165,109805,111780,116357,96936,98173,4000,5000,8000,4000,4000,5000,NO
140000,1,1,59,1862,7465,1744,1700,1700,4584,7465,1744,1700,1700,4584,1550,NO
140000,1,1,62,7272,7906,8717,9046,9369,10165,1299,1500,1000,1000,1500,1000,NO
140000,2,1,39,11106,13627,13125,14600,16066,17521,3000,0,2000,2000,2000,3000,NO
140000,2,1,61,123460,85778,89255,82800,16800,5367,5000,5000,4132,16800,5367,2000,NO
140000,2,1,29,138468,93802,94531,96264,98135,100062,4300,3500,3600,3881,4200,3521,NO
140000,1,2,32,140630,142166,51334,51533,52233,53826,6100,2411,2000,2041,3000,1874,NO
140000,2,1,41,141342,137996,139888,126590,111187,111414,5025,5962,4878,4100,4200,4003,NO
160000,2,1,23,2992,4562,-928,1619,928,0,4562,0,2547,0,0,0,NO
170000,2,3,38,0,0,1991,0,0,150,0,1991,0,0,150,614,NO
170000,2,2,62,390,17450,13366,17446,17056,16666,17450,13366,20894,17056,16666,34256,NO
170000,1,1,59,86229,134760,132615,131213,129293,128379,55000,5012,5000,4516,5000,5000,NO
180000,1,2,25,89560,90940,92868,94243,94888,95819,3460,4000,3501,2690,3000,2603,NO
190000,2,1,64,67211,63278,57104,57380,58225,58847,2818,2700,2191,2300,2130,2280,NO
190000,1,2,39,105046,85715,66984,67864,68156,67958,2777,2458,2411,2405,2595,3000,NO
200000,2,1,62,2155,0,1750,4990,1200,676,0,1750,4990,1369,676,2158,NO
200000,2,1,63,15603,16842,18556,19247,19935,21098,1500,2000,1000,1000,1500,3000,NO
200000,2,1,25,193392,159546,158486,160375,163444,0,5039,8000,3500,3269,0,0,NO
200000,1,1,45,195456,199692,171784,175197,179069,189686,8007,6300,6276,6701,13800,0,NO
210000,2,1,41,-325,-721,-1117,-1513,-1909,59017,0,0,0,0,61982,2200,NO
210000,2,1,64,25487,6655,6355,18543,6022,1334,6655,6359,18543,6022,1334,3864,NO
210000,2,2,25,27316,15316,15316,15623,11090,15316,15316,15316,15623,11090,10000,76826,NO
210000,2,2,33,203653,23520,0,0,0,0,5000,0,0,0,0,0,NO
